razao	cliente	bairro	cidade	uf	pre	logradouro	numero	cep	endereco	Latitude	Longitude	Endereco Formatado
Agro Shopping Ltda Epp	Agro Shopping.	Centro	Sidrolândia	MS	Av	Dorvalino dos Santos	1090	79170000	Av. Dorvalino dos Santos, 1090 - Centro, Sidrolândia - Sidrolândia, Brasil	-20,934739	-54,9611621	Av. Dorvalino dos Santos, 1090 - Centro, Sidrolândia - MS, 79170-000, Brazil
Agrometal Comercial de Ferragens Ltda	Agrometal Coml	Distrito Industrial	São José do Rio Preto	SP	R	Jose Scamardi	281	15035530	R. Jose Scamardi, 281 - Distrito Industrial, São José do Rio Preto - São José do Rio Preto, Brasil	-20,8128505	-49,4216415	R. José Scamardi, 281 - Distrito Industrial, São José do Rio Preto - SP, 15035-530, Brazil
Agrorural Xingu Ltda	Agrorural Xingu Ltda	Centro	São Félix do Xingu	PA	Av	Goiás	1401	68380000	Av. Goiás, 1401 - Centro, São Félix do Xingu - São Félix do Xingu, Brasil	-6,6404686	-51,9784677	Av. Goiás, 1401, São Félix do Xingu - PA, 68380-000, Brazil
Agroter Agropecuária & Ferragem Ltda	Agroter Agrop  - Rede Construmião	Centro	Faxinal dos Guedes	SC	R	Darci Sarmanho Vargas 	622	89694000	R. Darci Sarmanho Vargas , 622 - Centro, Faxinal dos Guedes - Faxinal dos Guedes, Brasil	-26,8565021	-52,2645344	Av. Darcí Sarmanho Vargas, 622 - Centro, Faxinal dos Guedes - SC, 89694-000, Brazil
Agroter Agropecuária & Ferragem Ltda	Agroter Agrop -Rede Construmião	Centro	Xanxerê	SC	R	Cel Passos Maia	1076	89820000	R. Cel Passos Maia, 1076 - Centro, Xanxerê - Xanxerê, Brasil	-26,8733086	-52,4086181	R. Cel. Passos Maia, 1076 - Centro, Xanxerê - SC, 89820-000, Brazil
Aguena Materiais para Construção Ltda ME	Aguena Mat Constr Ltda ME	Jd. Planalto	Sorocaba	SP	Av	Ipanema 	2179	18070671	Av. Ipanema , 2179 - Jd. Planalto, Sorocaba - Sorocaba, Brasil	-23,4759106	-47,4863337	Complexo Franco Montoro, 2179 - Jardim Planalto, Sorocaba - SP, 18070-631, Brazil
Aguiar e Oliveira Mat de Construção Ltda Epp	Aguiar e Oliveira Mat	São Pedro	Almenara	MG	Av	Olindo de Miranda	1033	39900000	Av. Olindo de Miranda, 1033 - São Pedro, Almenara - Almenara, Brasil	-16,1711693	-40,6925601	Praça Valdir Brito Alves, Almenara - MG, 39900-000, Brazil
Aihara & Cia Ltda	Aihara & Cia Ltda.	Centro	Suzano	SP	R	Baruel 	50	8675000	R. Baruel , 50 - Centro, Suzano - Suzano, Brasil	-23,5424666	-46,3108737	R. Baruel, 50 - Vila Costa, Suzano - SP, Brazil
Ailton Inácio de Godoi & Cia Ltda	Ailton Inácio de Godoi & Cia Ltda	Vl Custódio	Joviânia	GO	R	Pedro Luís França	367	75610000	R. Pedro Luís França, 367 - Vl Custódio, Joviânia - Joviânia, Brasil			
AJL Extensometria Ltda - EPP	AJL	Pituba	Salvador	BA	R	Frederico Simões	85	41820774	R. Frederico Simões, 85 - Pituba, Salvador - Salvador, Brasil	-12,9815324	-38,4544444	R. Frederico Simões, 85 - Pituba, Salvador - BA, 41820-020, Brazil
AJL Extensometria Ltda - EPP	AJL Extensometria	Pituba	Salvador	BA	R	Frederico Simões	85	41820774	R. Frederico Simões, 85 - Pituba, Salvador - Salvador, Brasil	-12,9815324	-38,4544444	R. Frederico Simões, 85 - Pituba, Salvador - BA, 41820-020, Brazil
Aki Materiais p/ Construção Ltda ME	Aki Mat Constr	Vl.Formosa	Tupã	SP	R	Ver Carmelo Morabito	69	17603350	R. Ver Carmelo Morabito, 69 - Vl.Formosa, Tupã - Tupã, Brasil	-21,9367544	-50,5011731	R. Carmelo Morabito, 69 - Vila Formosa, Tupã - SP, Brazil
Akira Ferragens Ltda Me	Akira Ferragens-Rede-SP-Grupo Okinawa	Vl.Sao Geraldo	São Paulo	SP	Estr	De Poá	1810	8460000	Estr. De Poá, 1810 - Vl.Sao Geraldo, São Paulo - São Paulo, Brasil	-23,595893	-46,684418	R. Olimpíadas, 205 - Vila Olimpia, São Paulo - SP, 04551-000, Brazil
Akitem Ferragens Materiais Construção Ltda ME	Akitem Ferrag-Rede-SP-Grupo Okinawa	Imirim	São Paulo	SP	Av	Imirim 	612	2464000	Av. Imirim , 612 - Imirim, São Paulo - São Paulo, Brasil	-23,4976803	-46,6417619	Av. Imirim, 612 - Imirim, São Paulo - SP, Brazil
AKL Comercial Elétrica Ltda	AKL Comercial Eletr Ltda	Jd. Calux	São Bernardo do Campo	SP	R	Oneda	205	9895280	R. Oneda, 205 - Jd. Calux, São Bernardo do Campo - São Bernardo do Campo, Brasil	-23,705631	-46,5641938	R. Oneda, 205 - Vila Armando Bondioli, São Bernardo do Campo - SP, 09895-280, Brazil
AKL Comercial Elétrica Ltda	AKL Coml Eletr Ltda EPP	Vl. Homero Thon	Santo André	SP	R	Rio Grande 	335	9110420	R. Rio Grande , 335 - Vl. Homero Thon, Santo André - Santo André, Brasil	-23,6652708	-46,5064291	R. Rio Grande, 335 - Vila Homero Thon, Santo André - SP, 09110-420, Brazil
Alan Fagner da Silva ME	Alan F da Silva	Vl. Itaim	São Paulo	SP	R	Domingos Fernandes Nobre	22	8190300	R. Domingos Fernandes Nobre, 22 - Vl. Itaim, São Paulo - São Paulo, Brasil	-23,4875083	-46,3909635	R. Domingos Fernandes Nobre, 22 - Itaím, São Paulo - SP, 08190-300, Brazil
Alan Fuganholi Me	Alan Fuganholi Me	Centro	Santo Antônio da Platina	PR	R	Treze de Maio	376	86430000	R. Treze de Maio, 376 - Centro, Santo Antônio da Platina - Santo Antônio da Platina, Brasil	-23,299623	-50,0803613	R. Treze de Maio, 376 - Centro, Santo Antônio da Platina - PR, 86430-000, Brazil
Alberto Do Prado Barbosa ME	Alberto Prado Barbosa	Centro	Caieiras	SP	Av	Professor Carvalho Pinto	56	7700000	Av. Professor Carvalho Pinto, 56 - Centro, Caieiras - Caieiras, Brasil	-23,3624502	-46,7464874	Av. Prof. Carvalho Pinto, 56 - Centro, Caieiras - SP, 07700-000, Brazil
Albino F Santos & Cia Ltda	Albino F Santos & Cia	São Braz	Belém	PA	Av	Jose Bonifácio	1962	66063010	Av. Jose Bonifácio, 1962 - São Braz, Belém - Belém, Brasil	-1,4644309	-48,46931	Av. José Bonifácio, 1962 - Guamá, Belém - PA, 66065-112, Brazil
Alceu Rubens Bueno Mat Constr Ltda Me	Alceu Rubens Bueno Mat Constr Ltda Me	Vl.Nhocune	São Paulo	SP	Av	Dr Pereira Vergueiro 	252	3563000	Av. Dr Pereira Vergueiro , 252 - Vl.Nhocune, São Paulo - São Paulo, Brasil	-23,5428979	-46,4969861	Av. Dr. Pereira Vergueiro, 252 - Vila Nhocune, São Paulo - SP, Brazil
Alcunha Tintas e Bazar Ltda ME	Alcunha Tintas e Bazar	Centro	Silva Jardim	RJ	R	Luiz Gomes	316	28820000	R. Luiz Gomes, 316 - Centro, Silva Jardim - Silva Jardim, Brasil	-22,6492798	-42,3930039	Av. Luís Gomes, 316 - Reginópolis, Silva Jardim - RJ, 28820-000, Brazil
Alderino de A Lima Me	Alderino de A Lima Me.	Santa Rita	Macapá	AP	R	Parana	1191	68900030	R. Parana, 1191 - Santa Rita, Macapá - Macapá, Brasil	0,0351875	-51,0766658	R. Paraná, 1191 - Santa Rita, Macapá - AP, 68901-970, Brazil
Aldir Donizeti Belo Eireli	Aldir Donizeti Belo	Jd. Alto Da Colina	Valinhos	SP	R	João Previtalle	976	13272400	R. João Previtalle, 976 - Jd. Alto Da Colina, Valinhos - Valinhos, Brasil	-22,956526	-46,99784	R. João Previtale, 976 - Santa Cruz, Valinhos - SP, 13272-400, Brazil
Alditintas Comercial Ltda	Alditintas Comercial	Cidade Nova	Marabá	PA	Av	Transamazônica	2226	68501660	Av. Transamazônica, 2226 - Cidade Nova, Marabá - Marabá, Brasil	-5,3696786	-49,129743	Av. Transamazônica, 2226 - Cidade Nova, Marabá - PA, 68501-660, Brazil
Alegranci Com Materiais Construção Ltda ME	Alegranci Com Mat	Jd. do Bosque	Matão	SP	Av	Espírito Santo	207	15997086	Av. Espírito Santo, 207 - Jd. do Bosque, Matão - Matão, Brasil	-21,5943245	-48,3552026	Av. Espírito Santo, 207 - Jardim do Bosque, Matão - SP, 15997-086, Brazil
Aleksander Antao de Oliveira Me	Aleksander Antao De Oliveira ME	Pq. Gerassi ll	Santo André	SP	R	Pinto Aleixo 	11	9120230	R. Pinto Aleixo , 11 - Pq. Gerassi ll, Santo André - Santo André, Brasil	-23,6799584	-46,4940587	R. Pinto Aleixo, 11 - Parque Gerassi, Santo André - SP, 09120-230, Brazil
Alemão Acab e Utilidades Domesticas Ltda EPP	Alemao Acab E Utilidades Dom Ltda EPP	Centro	Iguape	SP	R	Tiradentes 	176	11920000	R. Tiradentes , 176 - Centro, Iguape - Iguape, Brasil	-24,711007	-47,557845	R. Tiradentes, 176, Iguape - SP, 11920-000, Brazil
Alex F Ribeiro ME	Alex F Ribeiro Me	Vl.Varela	Poá	SP	R	Nova Cruz 	101	8558330	R. Nova Cruz , 101 - Vl.Varela, Poá - Poá, Brasil	-23,5126636	-46,3364979	R. Nova Cruz, 101 - Vila Varela, Poá - SP, 08558-330, Brazil
Alex Schiavolin Me	Alex Schiavolin	Jaraguá	Piracicaba	SP	R	Dona Anésia	868	13401270	R. Dona Anésia, 868 - Jaraguá, Piracicaba - Piracicaba, Brasil	-22,7407939	-47,6665424	R. Dona Anésia, 868 - Jaraguá, Piracicaba - SP, 13401-270, Brazil
Alexandre Nardi Epp	Alexandre Nardi Epp	Vl. São Paulo	Mongaguá	SP	R	Máximo Cavani	217	11730000	R. Máximo Cavani, 217 - Vl. São Paulo, Mongaguá - Mongaguá, Brasil	-24,0901028	-46,6121051	R. Máximo Cavani, 217 - Jardim Cascata, Mongaguá - SP, 11730-000, Brazil
Alexandre Padua Pidone ME	Alexandre Padua Pidone ME	Jd. Hollywood	São Bernardo do Campo	SP	R	Universal 	421	9772040	R. Universal , 421 - Jd. Hollywood, São Bernardo do Campo - São Bernardo do Campo, Brasil	-23,6749385	-46,5651743	R. Universal, 421 - Anchieta, São Bernardo do Campo - SP, Brazil
Alfa Coml e Prestação de Serviços Ltda EPP	Alfa Coml Serviços Ltda EPP	Jd. São Luís	São Paulo	SP	Av	Maria Coelho Aguiar	872	5805000	Av. Maria Coelho Aguiar, 872 - Jd. São Luís, São Paulo - São Paulo, Brasil	-23,6522073	-46,7339202	Av. Maria Coelho Aguiar, 872 - Jardim São Luís, São Paulo - SP, Brazil
Alfa SP Com de Mat para Construção Ltda ME	Alfa SP Com de Mat para Construção	Vl.Santa Maria	São Paulo	SP	R	Edson Peregrini	Sn	2762040	R. Edson Peregrini, Sn - Vl.Santa Maria, São Paulo - São Paulo, Brasil			
Aline Souza Figueiredo da Cunha Mat Constr Me	Aline Souza Figueiredo	Jd. Salete	Taboão da Serra	SP	Av	Cid Nelson Jordano	470	6787360	Av. Cid Nelson Jordano, 470 - Jd. Salete, Taboão da Serra - Taboão da Serra, Brasil	-23,6238401	-46,7963436	R. Cid Nelson Jordano, 470 - Jardim Salete, Taboão da Serra - SP, 06787-360, Brazil
Aljos Engenharia Ltda	Construtora Aljos	Pinheiro	Maceió	AL	R	Prof Jose da S Camerino	1085	57057250	R. Prof Jose da S Camerino, 1085 - Pinheiro, Maceió - Maceió, Brasil	-9,6276673	-35,7426929	Empresarial Office Tower - R. Prof. José da Silveira Camerino, 1085 - Pinheiro, Maceió - AL, 57057-250, Brazil
Almeida & Landin Ltda EPP	Almeida & Landin Ltda Epp	Pozzobon	Votuporanga	SP	R	Agenor Sagres 	2268	15503020	R. Agenor Sagres , 2268 - Pozzobon, Votuporanga - Votuporanga, Brasil	-20,4006658	-49,9768882	R. Agenor Sagres, 2268 - Pozzobon, Votuporanga - SP, 15503-020, Brazil
Almeida Com Dist de Mats de Construção Ltda	Almeida Dist de Mats de Construção	Centro	Esperança	PB	Rod	BR 104	S/N	58135000	Rod. BR 104, S/N - Centro, Esperança - Esperança, Brasil	-7,0235468	-35,8559223	BR-104, Esperança - PB, Brazil
Almeida e Alves Ltda Epp	Almeida e Alves Ltda	Plano Diretor Sul	Palmas	TO	Qd	403 Sul Vic Av LO9 S1 Térreo	5	77015594	Qd. 403 Sul Vic Av LO9 S1 Térreo, 5 - Plano Diretor Sul, Palmas - Palmas, Brasil			
Almeida Mat Constr Jaboticabal Ltda EPP	Almeida Mat Constr- Rede-RP-Construlíder	Jd. Morumbi	Jaboticabal	SP	Av	Herminia Castelleti Bellodi	61 71	14875455	Av. Herminia Castelleti Bellodi, 61 71 - Jd. Morumbi, Jaboticabal - Jaboticabal, Brasil			
Almir Comércio Materiais Construção Ltda ME	Almir Comércio de Materiais Construção.	Jd. Paulista	Registro	SP	R	Dr Idelfonso P Nogueira Filho	95	11900000	R. Dr Idelfonso P Nogueira Filho, 95 - Jd. Paulista, Registro - Registro, Brasil			
Alpendre Tintas e Ferragens Ltda Epp	Alpendre Tintas e Ferr Ltda Epp	Pirituba	São Paulo	SP	Av	Mutinga	1635	5110000	Av. Mutinga, 1635 - Pirituba, São Paulo - São Paulo, Brasil	-23,4845291	-46,7417114	Av. Mutinga, 1635 - Jardim Santo Elias, São Paulo - SP, Brazil
Alpes Ind e Com Art Cimento Transp Ltda EPP	Alpes Ind Com Artef Cimento e Transporte	Morro Grande	Caieiras	SP	Av	Maestro Luiz M Filho	5000	7726625	Av. Maestro Luiz M Filho, 5000 - Morro Grande, Caieiras - Caieiras, Brasil	-23,3696872	-46,6683068	Av. Maestro Luiz Milano Filho, 5000, Caieiras - SP, 07700-000, Brazil
Alphanorte Com de Mat Construção Ltda EPP	Alphanorte Com de Mat Construção	Alphaville	Santana de Parnaíba	SP	Estr	Mun Bela Vista	917	6539010	Estr. Mun Bela Vista, 917 - Alphaville, Santana de Parnaíba - Santana de Parnaíba, Brasil	-23,458877	-46,88644	Estr. Mun. Bela Vista, 917 - Alphaville, Santana de Parnaíba - SP, 06539-010, Brazil
Altair Sidival Dardani Me	Altair Sidival Dardani Me	Centro	Santa Adélia	SP	R	Serafin Formigoni	112	15950000	R. Serafin Formigoni, 112 - Centro, Santa Adélia - Santa Adélia, Brasil	-21,2439946	-48,8093703	R. Serafim Formigoni, 112 - Vila Toninho, Santa Adélia - SP, 15950-000, Brazil
Alto da Lapa Comércio Materiais Constr Ltda	Alto da Lapa Comércio Mat Constr Ltda.	Alto de Pinheiros	São Paulo	SP	Av	Diógenes Ribeiro de Lima	2412	5458001	Av. Diógenes Ribeiro de Lima, 2412 - Alto de Pinheiros, São Paulo - São Paulo, Brasil	-23,5391583	-46,7188403	Av. Diógenes Ribeiro de Lima, 2412 - Alto de Pinheiros, São Paulo - SP, 05458-001, Brazil
Alto Vale Central de Compras Mat Const Ltda	Alto Vale C de Compras -Rede Hipermac SC	Barra Itoupava	Rio do Sul	SC	Rod	Br 470	5350	89162596	Rod. Br 470, 5350 - Barra Itoupava, Rio do Sul - Rio do Sul, Brasil	-27,1919817	-49,6247529	BR-470, 5350 - Valada Itoupava, Rio do Sul - SC, 89160-000, Brazil
Aluízio Sant Ana Arouca Elétrica EPP	Aluizio Sant Ana Arouca Eletrica Epp	Centro	São Sebastião	SP	R	Auta Pinder	151	11600000	R. Auta Pinder, 151 - Centro, São Sebastião - São Sebastião, Brasil	-23,7995002	-45,4005995	R. Auta Pinder, 151 - Centro, São Sebastião - SP, 11600-000, Brazil
Alunense Aluminio Fluminense Ltda	Alunense	São Lourenço	Niterói	RJ	R	São Lourenço	299	24060000	R. São Lourenço, 299 - São Lourenço, Niterói - Niterói, Brasil	-22,8833979	-43,1096291	R. São Lourenço, 299 - São Lourenço, Niterói - RJ, 24060-008, Brazil
Alvedir Almeida Medina Me	Alvedir Almeida Medina Me	Baln. Guarujá	Guarujá	SP	Av	Manoel Alves de Moraes	789	11445000	Av. Manoel Alves de Moraes, 789 - Baln. Guarujá, Guarujá - Guarujá, Brasil	-23,9756715	-46,2236283	Av. Manoel Alves de Morães, 789 - Balneario Cidade Atlantica, Guarujá - SP, 11441-105, Brazil
Alves de Lima & Zordan Ltda Epp	Alves de Lima & Zordan Ltda Epp	Vl. Virgínia	Ribeirão Preto	SP	Av	Monteiro Lobato 	1020	14030520	Av. Monteiro Lobato , 1020 - Vl. Virgínia, Ribeirão Preto - Ribeirão Preto, Brasil	-21,1872783	-47,8353153	Av. Monteiro Lobato, 1020 - Vila Virginia, Ribeirão Preto - SP, 14030-520, Brazil
Alves e Alves Engenharia e Representaçõe Ltda	A2 Engenharia	Lagoa Seca	Juazeiro do Norte	CE	R	Arnóbio Barcelar Caneca	761	63040270	R. Arnóbio Barcelar Caneca, 761 - Lagoa Seca, Juazeiro do Norte - Juazeiro do Norte, Brasil	-7,2444488	-39,3229671	Rua Arnóbio Barcelar Caneca, 761 - Lagoa Seca, Juazeiro do Norte - CE, 63040-270, Brazil
Alves Top Tintas Eireli	Alves Top Tintas	Sumaré	Caraguatatuba	SP	Av	Pres Castelo Branco	121	11661300	Av. Pres Castelo Branco, 121 - Sumaré, Caraguatatuba - Caraguatatuba, Brasil	-23,6199179	-45,405743	Av. Pres. Castelo Branco, 121 - Sumaré, Caraguatatuba - SP, Brazil
Alvorada Com Mat Constr Ltda Epp	Alvorada Comércio Mat Construção	Centro	Dianópolis	TO	R	Benedito Povoa 	99	77300000	R. Benedito Povoa , 99 - Centro, Dianópolis - Dianópolis, Brasil	-11,6269429	-46,8209242	R. Benedito Póvoa, 99, Dianópolis - TO, 77300-000, Brazil
Amâncio Mat para Construção Ltda Me	Amancio Mat-Rede-SP-Construalto M Cruzes	Vl. Nova União	Mogi das Cruzes	SP	R	Joaquim de Mello Freire Jr	1657	8790330	R. Joaquim de Mello Freire Jr, 1657 - Vl. Nova União, Mogi das Cruzes - Mogi das Cruzes, Brasil	-23,535487	-46,172497	Rua Manoel Inácio da Silva Alvarenga, 771 - Vila Natal, Mogi das Cruzes - SP, 08795-180, Brazil
Amancio S Materiais Elétricos e Hidr Ltda ME	Amancio S Mat Eletricos e Hidraulicos	Pq.Independencia	São Paulo	SP	R	Garcia de Horta	272	5880290	R. Garcia de Horta, 272 - Pq.Independencia, São Paulo - São Paulo, Brasil	-23,6850402	-46,7908328	R. García de Orta, 272 - Parque Independencia, São Paulo - SP, 05880-290, Brazil
Amanda Izabelly Honório de Queiroga	Madeireira Pitombeira	Ernesto Geisel	João Pessoa	PB	R	Adalgisa C Cavalcanti	941	58075415	R. Adalgisa C Cavalcanti, 941 - Ernesto Geisel, João Pessoa - João Pessoa, Brasil	-7,1825859	-34,8593636	Rua Adalgisa Carneiro Cavalcante, 941 - Cuiá, João Pessoa - PB, 58075-679, Brazil
Amanda Teles de Oliveira Me	Amanda T de Oliveira	Jd. Eliana	São Paulo	SP	R	Pedro Escobar	1100	4851210	R. Pedro Escobar, 1100 - Jd. Eliana, São Paulo - São Paulo, Brasil	-23,749876	-46,665464	R. Pedro Escobar, 1100 - Jardim Eliana, São Paulo - SP, 04851-210, Brazil
Amaoka & Fernandes Ltda Me	Amaoka & Fernandes Ltda ME	Centro	Cornélio Procópio	PR	R	Francisco Morato	580	86300000	R. Francisco Morato, 580 - Centro, Cornélio Procópio - Cornélio Procópio, Brasil	-23,179333	-50,6547092	R. Francisco Morato, 580, Cornélio Procópio - PR, 86300-000, Brazil
Amarante & Oliveira Ltda - EPP	Amarante & Oliveira	Sede	Jacobina	BA	Av	Orlando Oliveira Pires 	899-A	44700000	Av. Orlando Oliveira Pires , 899-A - Sede, Jacobina - Jacobina, Brasil	-11,1833171	-40,5097299	R. Sen. Pedro Lago, 40 - Centro, Jacobina - BA, 44700-000, Brazil
Amarildo Tintas e Acessórios Eireli EPP	Amarildo Tintas	Centro	Bariri	SP	R	Sete de Setembro	926	17250000	R. Sete de Setembro, 926 - Centro, Bariri - Bariri, Brasil	-22,0682239	-48,746446	R. Sete de Setembro, 926 - Jardim Umuarama, Bariri - SP, 17250-000, Brazil
Amas Com de Material de Construção Ltda	Amas	Arembepe	Camaçari	BA	R	Gênova	S/N	42835000	R. Gênova, S/N - Arembepe, Camaçari - Camaçari, Brasil			
Amauri Cavalcante Filho ME	Aquarella Construções	Centro	Tauá	CE	R	Mons Odorico Andrade	7	63660000	R. Mons Odorico Andrade, 7 - Centro, Tauá - Tauá, Brasil	-6,0048358	-40,2933507	R. Monsenhor Odorico de Andrade, 7 - Centro, Tauá - CE, 63660-000, Brazil
Amazon Towers Empreendimentos SPE Ltda	Amazon Towers Empr	Morada do Sol	Rio Verde	GO	Av	José Walter	S/n	75908740	Av. José Walter, S/n - Morada do Sol, Rio Verde - Rio Verde, Brasil	-17,79389	-50,9431859	Av. José Valter, Rio Verde - GO, Brazil
Amazônia Concreto Ltda Epp	Amazônia Concreto Ltda Epp	Pricuma	Boa Vista	RR	Av	Brasil	362	69309575	Av. Brasil, 362 - Pricuma, Boa Vista - Boa Vista, Brasil	2,8038328	-60,6930094	Av. Brasil, 362 - Pricumã, Boa Vista - RR, 69308-050, Brazil
Amazônia Distr de Tintas e Abrasivos Ltda ME	Amazônia Distr Tintas Abrasivos	Agenor M de Carvalho	Porto Velho	RO	Av	Amazonas	3705	76820339	Av. Amazonas, 3705 - Agenor M de Carvalho, Porto Velho - Porto Velho, Brasil	-8,7611932	-63,8680308	Av. Amazonas, 3705 - Nova Porto Velho, Porto Velho - RO, 76820-115, Brazil
AMC Indústria e Comércio Mat Construção Ltda	AMC Ind Com	Urussanguinha	Araranguá	SC	Rod	SC 449	3043	88905542	Rod. SC 449, 3043 - Urussanguinha, Araranguá - Araranguá, Brasil			
Amemiya Materiais p/ Construção Ltda Me	Amemiya Mat Constr	Vl. Real	Hortolândia	SP	Av	Anhanguera	265	13183140	Av. Anhanguera, 265 - Vl. Real, Hortolândia - Hortolândia, Brasil	-22,857172	-47,21643	Av. Anhanguera, 265 - Vila Real, Hortolândia - SP, Brazil
América Com de Tintas de Marília Ltda	América Com de Tintas de Marilia Ltda	Fragata	Marília	SP	Av	Tiradentes	1293	17500022	Av. Tiradentes, 1293 - Fragata, Marília - Marília, Brasil	-22,2271902	-49,9319243	Av. Tiradentes, 1293 - Fragata, Marília - SP, Brazil
América Xingu Produtos Industriais Ltda ME	América Xingu Prod Inds	Vl.Maria Alta	São Paulo	SP	R	Dr Afrodisio Vidigal	6	2133040	R. Dr Afrodisio Vidigal, 6 - Vl.Maria Alta, São Paulo - São Paulo, Brasil	-23,502401	-46,583636	R. Dr. Afrodísio Vidigal, 6 - Vila Maria Alta, São Paulo - SP, 02133-040, Brazil
Américo Center Materiais Construção Ltda Epp	Americo Center  -Rede -SP-Construir-Capi	Polvilho	Cajamar	SP	Av	Tenente Marques 	4999	7770000	Av. Tenente Marques , 4999 - Polvilho, Cajamar - Cajamar, Brasil	-23,4079136	-46,8686937	Av. Ten. Marques, 4999 - Vila Poupanca, Santana de Parnaíba - SP, Brazil
Américo Record Mat p/ Construção Ltda ME	Américo Record Mat p/ Construção	Paulicéia	São Bernardo do Campo	SP	R	M M D C 	411	9690000	R. M M D C , 411 - Paulicéia, São Bernardo do Campo - São Bernardo do Campo, Brasil	-23,6684985	-46,5882538	R. M.m.d.c., 411 - Paulicéia, São Bernardo do Campo - SP, 09690-000, Brazil
Amerilux Materiais p/ Construção Ltda EPP	Amerilux Mat Const	Lt.Ind. N S Fatima	Americana	SP	R	Oscar Emirandetti	180	13478823	R. Oscar Emirandetti, 180 - Lt.Ind. N S Fatima, Americana - Americana, Brasil			
Amilcar Bernardes Pinto Me	Amilcar Bernardes Pinto Me	Jockey Clube	São Vicente	SP	Pc	Mateo Bei 	25	11360260	Pc. Mateo Bei , 25 - Jockey Clube, São Vicente - São Vicente, Brasil	-23,9477759	-46,3976762	R. Carijós - Parque Sao Vicente, São Vicente - SP, 11360-320, Brazil
Amilco Bezerra Silveira -ME	Amilco Material de Construção	Centro	Acaraú	CE	R	Expedito Farias	S/N	62580000	R. Expedito Farias, S/N - Centro, Acaraú - Acaraú, Brasil	-2,8845605	-40,1198661	R. Expedito Farias - Centro, Acaraú - CE, 62580-000, Brazil
Amira Mat de Construção em Geral Ltda ME	Amira Mat Constr	Vl.Santa Teresa	São Paulo	SP	R	Maciel Monteiro	818	3566000	R. Maciel Monteiro, 818 - Vl.Santa Teresa, São Paulo - São Paulo, Brasil	-23,5424557	-46,4928475	R. Maciel Monteiro, 818 - Vila Nhocune, São Paulo - SP, Brazil
Ampla Imbuí SPE Ltda	Ampla Imbuí	Brotas	Salvador	BA	Av	Vasco da Gama	800	40240090	Av. Vasco da Gama, 800 - Brotas, Salvador - Salvador, Brasil	-12,9970207	-38,4922615	Av. Vasco da Gama, 800 - Brotas, Salvador - BA, 40290-030, Brazil
Ampla Material de Construção Ltda	Ampla Distribuidora	Piçarra	Teresina	PI	Av	São Raimundo	97	64017090	Av. São Raimundo, 97 - Piçarra, Teresina - Teresina, Brasil	-5,0944775	-42,8007962	Av. São Raimundo, 97 - Piçarra, Teresina - PI, 64017-280, Brazil
